indicator,asn,country_code2,name,description,modified,created,source,message,validation_name
54.161.106.136,AS14618 amazon.com  inc.,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
43.206.188.149,AS16509 amazon.com inc,US,,,,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000,whitelist,contained in whitelisted prefix,Whitelisted IP
64.176.80.9,ASNone ,US,,,,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
15.197.193.114,AS16509 amazon.com inc,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
24.199.86.58,ASNone ,US,,,,,,,
216.239.38.120,AS15169 google llc,US,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,2022-07-16T10:42:33.303000,whitelist,contained in whitelisted prefix,Whitelisted IP
34.120.208.123,AS396982 google,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,2022-10-11T13:14:18.676000,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
64.233.170.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
91.108.56.100,AS62014 telegram messenger inc,AG,,,,,,,
157.240.199.61,AS32934 facebook  inc.,HK,,,,,,,
34.111.101.25,AS15169 google llc,US,,,,,,,
103.107.198.66,AS137409 gsl networks pty ltd,SG,,,,,,,
31.13.77.61,AS32934 facebook  inc.,HK,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.68.1,AS32934 facebook  inc.,SG,Kelowna detachment - British Columbia,https://www.rcmp-grc.gc.ca/detach/en/d/201,2023-09-21T05:02:23.556000,2023-08-13T22:57:26.810000,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.2,AS32934 facebook  inc.,SG,,,,,,,
31.13.68.175,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
103.170.105.253,AS132634 direktorat e-goverment kementerian kominfo,ID,,,,,,,
142.250.190.3,AS15169 google llc,US,,,,,,,
66.90.98.108,AS30058 fdcservers.net,US,,,,,,,
74.125.24.100,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
51.159.103.157,AS12876 online s.a.s.,FR,,,,,,,
34.110.200.237,AS15169 google llc,US,,,,,,,
54.169.168.69,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
210.210.145.9,AS4787 pt cyberindo aditama,ID,,,,,,,
101.33.43.203,AS132203 tencent building  kejizhongyi avenue,SG,,,,,,,
20.212.88.117,AS8075 microsoft corporation,US,,,,,,,
71.18.36.225,ASNone ,US,,,,,,,
,,,,,,,,,
157.240.235.18,AS32934 facebook  inc.,SG,,,,,,,
157.240.218.61,AS32934 facebook  inc.,SG,,,,,,,
157.240.217.61,AS32934 facebook  inc.,SG,,,,,,,
103.17.182.30,AS38165 pt. ambhara duta shanti,ID,IOCs - 2023491242 - ANIA Threat Feeds - IP Segment 5,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-05-09T13:02:06.153000,2023-04-09T13:27:35.127000,,,
13.33.33.69,AS16509 amazon.com inc,US,,,,,cdn,In CDN range: provider=cloudfront,CDN IP ranges
210.210.145.139,AS4787 pt cyberindo aditama,ID,,,,,,,
157.240.217.60,AS32934 facebook  inc.,SG,,,,,,,
52.111.229.43,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
8.8.8.8,AS15169 google llc,US,,,,,false_positive,Known False Positive,Known False Positive
34.117.36.110,AS396982 google,US,,,,,,,
3.233.87.30,AS14618 amazon.com  inc.,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
74.125.130.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000,,,
34.102.147.19,AS396982 google,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
23.32.232.143,AS7713 pt telekomunikasi indonesia,BR,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
52.113.194.132,AS8068 microsoft corporation,US,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27T07:26:03.810000,2023-08-28T21:28:30.294000,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.24.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.200.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
103.107.199.6,AS137409 gsl networks pty ltd,SG,,,,,,,
52.25.237.147,AS16509 amazon.com inc,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
163.70.141.61,ASNone ,FR,,,,,,,
20.44.229.112,AS8075 microsoft corporation,SG,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
125.252.219.104,AS4657 starhub ltd,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
,,,,,,,,,
23.48.173.17,AS20940 akamai international b.v.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.117.97.41,AS396982 google,US,,,,,,,
23.39.173.8,AS35994 akamai technologies  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.130.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
103.8.238.188,AS132634 direktorat e-goverment kementerian kominfo,ID,,,,,,,
157.240.217.63,AS32934 facebook  inc.,SG,,,,,,,
64.233.170.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
92.223.85.120,AS199524 g-core labs s.a.,SG,,,,,,,
36.89.220.201,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
122.144.3.6,AS38320 pt maxindo mitra solusi,ID,,,,,,,
157.240.13.55,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.75.61,AS32934 facebook  inc.,HK,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
52.74.159.125,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
40.81.120.44,AS8075 microsoft corporation,GB,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
210.210.145.138,AS4787 pt cyberindo aditama,ID,,,,,,,
34.107.238.235,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
54.151.189.138,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
74.125.200.154,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.205.70.184,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.13.35,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.219.204.167,AS4230 claro s.a.,BR,,,,,,,
204.79.197.239,AS8068 microsoft corporation,US,SOC2023,,2023-11-29T19:40:41.222000,2023-11-09T01:24:55.160000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
45.121.219.250,AS131702 moratelindo internet exchange,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.7.53,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
35.213.190.132,AS15169 google llc,SG,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
118.98.77.162,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
92.223.85.121,AS199524 g-core labs s.a.,SG,,,,,,,
49.0.204.153,AS136907 huawei clouds,SG,,,,,,,
34.151.192.19,AS396982 google,BR,,,,,,,
34.149.173.23,AS15169 google llc,US,,,,,,,
52.184.217.37,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
216.239.32.3,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.235.61,AS32934 facebook  inc.,SG,,,,,,,
188.172.208.136,AS42473 anexia internetdienstleistungs gmbh,TW,,,,,,,
23.53.15.40,AS20940 akamai international b.v.,SE,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.95.60,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
92.223.85.147,AS199524 g-core labs s.a.,SG,,,,,,,
13.107.42.16,AS8068 microsoft corporation,US,ChromeDriver.exe,There is a malware spread under the name of chromedriver.exe (which is a malware downland ) as per :,2023-10-31T15:03:52.440000,2023-10-01T15:03:56.727000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
18.161.49.126,AS16509 amazon.com inc,US,,,,,,,
52.184.212.181,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
172.104.174.27,AS63949 linode  llc,SG,,,,,,,
23.106.127.48,AS59253 leaseweb asia pacific pte. ltd.,SG,,,,,,,
172.232.251.34,AS20940 akamai international b.v.,US,,,,,,,
74.125.200.93,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
143.244.33.70,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000,,,
74.125.24.156,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.84.242.117,AS396982 google,JP,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
188.42.124.20,AS7979 servers.com  inc.,SG,,,,,,,
157.240.208.60,AS32934 facebook  inc.,ID,,,,,,,
23.48.173.16,AS20940 akamai international b.v.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
213.227.167.133,AS42473 anexia internetdienstleistungs gmbh,AU,conns,The full list of candidates for the 2016 General Election has been released.. and here are the key p,2022-09-03T00:03:41.487000,2022-08-04T05:37:21.195000,,,
118.98.42.154,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
52.77.117.182,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
13.251.96.96,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
104.118.145.217,AS24203 pt xl axiata,ID,,,,,,,
36.67.189.250,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
157.240.235.60,AS32934 facebook  inc.,SG,,,,,,,
52.148.114.188,AS8075 microsoft corporation,SG,IOCs - 2023491242 - ANIA Threat Feeds - IP Segment 5,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-05-09T13:02:06.153000,2023-04-09T13:27:35.127000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
20.189.173.4,AS8075 microsoft corporation,US,UK BASED HONEYPOT,AD HOC UPLOAD,2023-04-23T15:50:42.333000,2023-04-23T15:50:42.333000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
142.251.10.138,AS15169 google llc,US,,,,,,,
23.48.173.99,AS20940 akamai international b.v.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
