session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_16-23-00,tcp,185.224.128.184,25929,43.247.13.70,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,11011,103.158.129.14,80,IN.bound,,established,,in-backup.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,192.168.1.189,41552,34.117.223.223,443,OUT.bound,https,established,,INTL.c,US,AS396982 google,PHI at risk? Infected Healthcare System? Masquerading,Masquerading. Obnoxious privilege escalation. Dangerous entanglements. Attorneys representing  targe,2023-11-27 08:48:22.997,
2023-11-30_16-23-00,tcp,185.224.128.184,10079,43.247.13.69,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,21225,43.247.13.69,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,29399,43.247.13.69,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,192.168.1.220,61769,40.126.35.145,443,OUT.bound,https,established,,LOKAL.c,SG,AS8075 microsoft corporation,DeepScan:Generic.Ransom.GandCrab5,,2023-11-30 00:00:17.613,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.112,55998,162.247.241.14,443,OUT.bound,https,established,,LOKAL.c,US,AS23467 new relic,Cyber Espionage,Cyber warfare. Extravagant attack that includes  phishing  monitoring  spyware  tracking  remote veh,2023-11-30 07:01:37.424,
2023-11-30_16-23-00,tcp,185.224.128.184,5979,43.247.13.66,80,IN.bound,,established,,,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,192.168.1.211,49850,162.247.241.14,443,OUT.bound,https,established,,LOKAL.c,US,AS23467 new relic,Cyber Espionage,Cyber warfare. Extravagant attack that includes  phishing  monitoring  spyware  tracking  remote veh,2023-11-30 07:01:37.424,
2023-11-30_16-23-00,tcp,185.224.128.184,30189,43.247.13.71,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,24875,43.247.13.67,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,21479,43.247.13.71,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,31687,43.247.13.69,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,20063,43.247.13.68,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,10209,43.247.13.70,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,9763,43.247.13.71,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,1221,43.247.13.67,80,IN.bound,sweetware-apps,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,26071,43.247.13.67,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,22347,43.247.13.69,80,IN.bound,wibukey,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,13779,43.247.13.66,80,IN.bound,,established,,,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,7999,43.247.13.71,80,IN.bound,irdmi2,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,29249,103.234.253.173,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,18887,43.247.13.64,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,21793,43.247.13.65,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,32139,43.247.13.65,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,6659,43.247.13.64,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,18081,43.247.13.66,80,IN.bound,,established,,,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,192.168.1.2,64112,20.54.36.229,443,OUT.bound,https,established,,INTL.c,IE,AS8075 microsoft corporation,ETIC Cybersecurity 2023-11-24 Port Scan,,2023-11-24 22:59:14.344,Cloud Provider IP range
2023-11-30_16-23-00,tcp,185.224.128.184,21005,43.247.13.68,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,7949,43.247.13.71,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,6031,103.158.129.14,80,IN.bound,,established,,in-backup.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,31677,43.247.13.65,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,13493,43.247.13.65,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,10559,43.247.13.70,80,IN.bound,,established,,in-utama.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,185.224.128.184,1881,103.158.129.14,80,IN.bound,ibm-mqseries2,established,,in-backup.c,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30 09:11:58.881,
2023-11-30_16-23-00,tcp,192.168.1.249,40784,142.251.175.94,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,tcp,192.168.1.249,40800,142.251.175.94,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,tcp,192.168.1.38,51219,142.251.175.94,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,tcp,192.168.1.189,46880,142.251.175.94,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,udp,192.168.1.253,57254,142.251.175.94,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,udp,192.168.1.141,64422,142.251.175.94,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,udp,192.168.1.211,62087,142.251.175.94,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,udp,192.168.1.141,57999,142.251.175.94,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398,
2023-11-30_16-23-00,tcp,192.168.1.250,57719,20.189.173.5,443,OUT.bound,https,established,,INTL.c,US,AS8075 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27 07:26:03.810,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.23,58391,20.189.173.12,443,OUT.bound,https,established,,INTL.c,US,AS8075 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27 07:26:03.810,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.101,58252,35.190.88.7,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-23 Port Scan,,2023-11-23 22:59:56.529,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.12,61647,204.79.197.203,443,OUT.bound,https,established,,LOKAL.c,US,AS8068 microsoft corporation,CVE-2023-22515,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-27 19:03:33.482,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.12,61642,204.79.197.203,443,OUT.bound,https,established,,LOKAL.c,US,AS8068 microsoft corporation,CVE-2023-22515,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-27 19:03:33.482,Cloud Provider IP range
2023-11-30_16-23-00,tcp,192.168.1.12,61652,204.79.197.203,443,OUT.bound,https,established,,LOKAL.c,US,AS8068 microsoft corporation,CVE-2023-22515,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-27 19:03:33.482,Cloud Provider IP range
2023-11-30_16-23-00,tcp,162.216.150.30,54563,43.247.13.71,16668,IN.bound,,syn-sent,,in-utama.c,US,AS396982 google,Webscanners with Bad Requests - HTTP Status 400 - 1/20/2018 thru current day,Webscanners who&amp;amp;amp;#39;s requests resulted in HTTP Status code 400 due to WAF rules or LB p,2023-11-30 09:10:16.267,
