indicator,asn,country_code2,name,description,modified,created,source,message,validation_name
157.240.7.52,AS32934 facebook  inc.,SG,Apple iTunes  Malicious site   Anonyization   Siphoning   Trojan Downloader,IC3 attached to links  apple   messaging  Skype. nIC3 CN? nChina? Unclear. Possibly intercepting  IC,2023-11-12T17:01:15.222000,2023-10-13T18:20:24.042000,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.95.13,AS32934 facebook  inc.,ID,xx.fbcdn.net,,2022-04-18T00:07:16.048000,2022-03-19T16:07:41.810000,whitelist,contained in whitelisted prefix,Whitelisted IP
143.244.33.70,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000,,,
,,,,,,,,,
36.67.189.250,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
74.125.200.113,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
92.223.85.147,AS199524 g-core labs s.a.,SG,,,,,,,
44.207.98.74,AS14618 amazon.com  inc.,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
122.144.2.205,AS38320 pt maxindo mitra solusi,ID,,,,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
31.13.95.40,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
52.252.198.180,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
23.223.112.135,AS16625 akamai technologies  inc.,BG,,,,,,,
54.187.195.115,AS16509 amazon.com inc,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
74.125.130.94,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
117.18.232.200,AS15133 verizon,AU,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,2023-10-25T18:39:18.723000,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.13.55,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.61,AS32934 facebook  inc.,SG,,,,,,,
74.125.24.94,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
184.25.236.193,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
118.98.77.147,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
142.251.175.113,AS15169 google llc,US,,,,,,,
157.240.235.18,AS32934 facebook  inc.,SG,,,,,,,
40.81.120.44,AS8075 microsoft corporation,GB,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
34.151.192.19,AS396982 google,BR,,,,,,,
118.97.79.198,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
157.240.217.2,AS32934 facebook  inc.,SG,,,,,,,
172.253.118.95,AS15169 google llc,US,,,,,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000,whitelist,contained in whitelisted prefix,Whitelisted IP
20.189.173.15,AS8075 microsoft corporation,US,CVE:CVE-1999-0095,An attack on the Sendmail server is being investigated by researchers at the University of Californi,2023-11-21T01:02:17.904000,2023-10-21T06:03:24.907000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000,,,
74.125.130.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
20.24.249.45,AS8075 microsoft corporation,US,,,,,,,
142.250.190.3,AS15169 google llc,US,,,,,,,
31.13.68.61,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.235.15,AS32934 facebook  inc.,SG,,,,,,,
122.144.3.6,AS38320 pt maxindo mitra solusi,ID,,,,,,,
34.213.176.146,AS16509 amazon.com inc,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
