indicator,asn,country_code2,name,description,modified,created,source,message,validation_name
23.109.14.129,ASNone ,NL,,,,,,,
23.109.14.131,ASNone ,NL,,,,,,,
23.109.14.128,ASNone ,NL,,,,,,,
122.144.3.6,AS38320 pt maxindo mitra solusi,ID,,,,,,,
146.196.111.210,AS139460 pt maxindo mitra solusi,ID,,,,,,,
18.64.37.83,ASNone ,US,,,,,cdn,In CDN range: provider=cloudfront,CDN IP ranges
146.196.111.222,AS139460 pt maxindo mitra solusi,ID,,,,,,,
172.253.118.101,AS15169 google llc,US,,,,,,,
92.223.85.121,AS199524 g-core labs s.a.,SG,,,,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000,whitelist,contained in whitelisted prefix,Whitelisted IP
213.227.167.133,AS42473 anexia internetdienstleistungs gmbh,AU,conns,The full list of candidates for the 2016 General Election has been released.. and here are the key p,2022-09-03T00:03:41.487000,2022-08-04T05:37:21.195000,,,
64.233.170.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
103.107.198.66,AS137409 gsl networks pty ltd,SG,,,,,,,
157.240.199.61,AS32934 facebook  inc.,HK,,,,,,,
157.240.217.2,AS32934 facebook  inc.,SG,,,,,,,
118.98.93.186,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.250.190.3,AS15169 google llc,US,,,,,,,
20.212.88.117,AS8075 microsoft corporation,US,,,,,,,
210.210.145.19,AS4787 pt cyberindo aditama,ID,,,,,,,
157.240.217.60,AS32934 facebook  inc.,SG,,,,,,,
52.25.237.147,AS16509 amazon.com inc,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
36.91.254.99,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
157.240.13.35,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
36.89.220.137,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
203.161.21.184,AS133840 pt jala lintas media,ID,,,,,,,
184.26.109.117,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
92.223.85.120,AS199524 g-core labs s.a.,SG,,,,,,,
8.8.8.8,AS15169 google llc,US,,,,,false_positive,Known False Positive,Known False Positive
36.67.189.250,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
184.25.236.17,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.235.61,AS32934 facebook  inc.,SG,,,,,,,
51.159.103.157,AS12876 online s.a.s.,FR,,,,,,,
118.98.77.162,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
118.98.93.187,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
13.224.250.91,AS16509 amazon.com inc,US,,,,,cdn,In CDN range: provider=cloudfront,CDN IP ranges
157.240.235.19,AS32934 facebook  inc.,SG,,,,,,,
35.186.224.25,AS15169 google llc,US,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29T22:59:38.184000,2023-11-28T23:00:20.181000,cloud,In cloud provider range: provider=google,Cloud Provider IP range
157.240.208.60,AS32934 facebook  inc.,ID,,,,,,,
74.125.24.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
64.233.170.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.77.61,AS32934 facebook  inc.,HK,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.63,AS32934 facebook  inc.,SG,,,,,,,
52.109.124.181,AS8075 microsoft corporation,SG,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
91.108.56.100,AS62014 telegram messenger inc,AG,,,,,,,
34.117.97.41,AS396982 google,US,,,,,,,
34.111.101.25,AS15169 google llc,US,,,,,,,
47.89.93.245,AS45102 alibaba (us) technology co.  ltd.,US,,,,,,,
172.104.174.27,AS63949 linode  llc,SG,,,,,,,
143.244.33.70,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000,,,
156.240.94.116,ASNone ,HK,,,,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
92.223.85.147,AS199524 g-core labs s.a.,SG,,,,,,,
43.206.188.149,AS16509 amazon.com inc,US,,,,,,,
156.240.94.111,ASNone ,HK,,,,,,,
156.240.94.117,ASNone ,HK,,,,,,,
157.240.217.61,AS32934 facebook  inc.,SG,,,,,,,
210.210.145.139,AS4787 pt cyberindo aditama,ID,,,,,,,
91.92.248.9,AS34368 zonata - natskovi & sie ltd.,BG,,,,,,,
,,,,,,,,,
210.210.145.73,AS4787 pt cyberindo aditama,ID,,,,,,,
157.240.218.60,AS32934 facebook  inc.,SG,,,,,,,
157.240.7.53,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.151.192.19,AS396982 google,BR,,,,,,,
156.240.94.114,ASNone ,HK,,,,,,,
156.240.94.115,ASNone ,HK,,,,,,,
210.210.145.83,AS4787 pt cyberindo aditama,ID,,,,,,,
23.109.73.84,AS7979 servers.com  inc.,NL,,,,,,,
156.240.94.112,ASNone ,HK,,,,,,,
172.232.251.34,AS20940 akamai international b.v.,US,,,,,,,
34.149.173.23,AS15169 google llc,US,,,,,,,
157.240.235.18,AS32934 facebook  inc.,SG,,,,,,,
104.22.33.236,AS13335 cloudflare,US,,,,,cdn,In CDN range: provider=cloudflare,CDN IP ranges
157.240.13.52,AS32934 facebook  inc.,SG,Apple iTunes  Malicious site   Anonyization   Siphoning   Trojan Downloader,IC3 attached to links  apple   messaging  Skype. nIC3 CN? nChina? Unclear. Possibly intercepting  IC,2023-11-12T17:01:15.222000,2023-10-13T18:20:24.042000,whitelist,contained in whitelisted prefix,Whitelisted IP
34.117.36.110,AS396982 google,US,,,,,,,
31.13.95.9,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
156.240.94.113,ASNone ,HK,,,,,,,
31.13.95.63,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
20.198.119.143,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
34.107.238.235,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
157.240.217.15,AS32934 facebook  inc.,SG,,,,,,,
52.77.117.182,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
,,,,,,,,,
20.42.73.24,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
52.182.143.211,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
23.53.15.40,AS20940 akamai international b.v.,SE,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.12.84,AS15169 google llc,US,,,,,,,
31.13.95.13,AS32934 facebook  inc.,ID,xx.fbcdn.net,,2022-04-18T00:07:16.048000,2022-03-19T16:07:41.810000,whitelist,contained in whitelisted prefix,Whitelisted IP
23.48.173.99,AS20940 akamai international b.v.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
36.91.254.100,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
20.44.229.112,AS8075 microsoft corporation,SG,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
71.18.36.225,ASNone ,US,,,,,,,
36.66.223.31,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
23.216.158.187,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
