indicator,asn,country_code2,name,description,modified,created,source,message,validation_name
157.240.215.61,AS32934 facebook  inc.,KR,,,,,,,
8.222.155.251,ASNone ,SG,,,,,,,
156.59.239.1,ASNone ,SG,,,,,,,
52.220.160.103,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
52.204.104.5,AS14618 amazon.com  inc.,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
8.219.182.3,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
163.70.153.60,ASNone ,FR,,,,,,,
157.240.218.63,AS32934 facebook  inc.,SG,,,,,,,
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000,,,
74.125.130.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.175.188,AS15169 google llc,US,,,,,,,
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000,whitelist,contained in whitelisted prefix,Whitelisted IP
47.241.218.164,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
77.74.181.34,AS200107 kaspersky lab switzerland gmbh,RU,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000,,,
,,,,,,,,,
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000,,,
,,,,,,,,,
31.13.95.34,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,2022-10-11T13:14:18.676000,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.12.188,AS15169 google llc,US,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000,,,
74.125.68.105,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
184.25.236.26,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.250.141.188,AS15169 google llc,US,Blackshades  | Remote attacks | Malicious Google Search | DNS Requests,"Botnet Command and Control \nCobalt Strike\nMisc Attack\nHidden users\nTargets: network, communicati",2023-11-06T03:00:36.709000,2023-10-07T05:04:40.671000,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,,,,
18.141.91.116,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
199.103.24.6,AS396986 bytedance inc.,US,,,,,,,
184.25.236.58,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.208.16,AS32934 facebook  inc.,ID,,,,,,,
31.13.95.60,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
47.246.177.251,ASNone ,US,,,,,,,
8.211.7.177,AS45102 alibaba (us) technology co.  ltd.,DE,,,,,,,
184.25.236.122,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
45.135.231.52,AS199524 g-core labs s.a.,HK,,,,,,,
35.213.190.132,AS15169 google llc,SG,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
64.233.170.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.12.95,AS15169 google llc,US,,,,,,,
199.232.234.73,AS54113 fastly,US,,,,,cdn,In CDN range: provider=fastly,CDN IP ranges
157.240.208.3,AS32934 facebook  inc.,ID,,,,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,,,,
184.25.236.67,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.63,AS32934 facebook  inc.,SG,,,,,,,
157.240.3.34,AS32934 facebook  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
163.70.153.63,ASNone ,FR,,,,,,,
142.250.4.91,AS15169 google llc,US,,,,,,,
34.111.101.25,AS15169 google llc,US,,,,,,,
8.209.72.171,AS45102 alibaba (us) technology co.  ltd.,DE,,,,,,,
157.240.217.61,AS32934 facebook  inc.,SG,,,,,,,
172.253.113.188,AS15169 google llc,US,,,,,,,
199.103.24.2,AS396986 bytedance inc.,US,,,,,,,
210.210.145.139,AS4787 pt cyberindo aditama,ID,,,,,,,
157.240.208.33,AS32934 facebook  inc.,ID,,,,,,,
40.79.141.152,AS8075 microsoft corporation,FR,Investigation of Distribution Vectors and Threat Network Infrastructure,https://www.virustotal.com/gui/collection/27233a89c864ba0e77e672a8909fd63b4a8b6d457c9e4ff219f2a3e47d,2023-11-27T07:26:03.810000,2023-08-28T21:28:30.294000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
142.251.12.94,AS15169 google llc,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000,,,
163.70.153.1,ASNone ,FR,,,,,,,
15.73.182.63,AS54680 hewlett-packard company,US,,,,,,,
184.25.236.32,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
163.70.153.34,ASNone ,FR,,,,,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
13.224.250.111,AS16509 amazon.com inc,US,,,,,cdn,In CDN range: provider=cloudfront,CDN IP ranges
172.217.215.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.56.239.129,AS20940 akamai international b.v.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.10.95,AS15169 google llc,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000,,,
142.250.4.95,AS15169 google llc,US,,,,,,,
47.241.106.243,AS45102 alibaba (us) technology co.  ltd.,SG,Ste,,2022-05-19T00:00:49.028000,2022-02-18T02:17:07.849000,,,
47.241.106.64,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
103.7.226.16,AS59135 pt suraloka digital kreatif,ID,,,,,,,
142.250.4.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000,,,
91.108.56.136,AS62014 telegram messenger inc,AG,,,,,,,
13.250.187.31,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
8.8.8.8,AS15169 google llc,US,,,,,false_positive,Known False Positive,Known False Positive
8.219.77.14,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
103.7.226.77,AS59135 pt suraloka digital kreatif,ID,,,,,,,
157.240.208.14,AS32934 facebook  inc.,ID,,,,,,,
117.121.250.130,AS22822 limelight networks  inc.,AU,,,,,,,
23.48.173.16,AS20940 akamai international b.v.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
143.244.33.72,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000,,,
142.250.115.188,AS15169 google llc,US,Blackshades  | Remote attacks | Malicious Google Search | DNS Requests,"Botnet Command and Control \nCobalt Strike\nMisc Attack\nHidden users\nTargets: network, communicati",2023-11-06T03:00:36.709000,2023-10-07T05:04:40.671000,,,
216.239.36.135,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000,whitelist,contained in whitelisted prefix,Whitelisted IP
23.39.173.8,AS35994 akamai technologies  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
35.190.118.8,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
34.107.243.93,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
34.117.36.110,AS396982 google,US,,,,,,,
64.233.170.109,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
184.25.236.187,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
172.253.118.95,AS15169 google llc,US,,,,,,,
213.227.167.139,AS42473 anexia internetdienstleistungs gmbh,AU,,,,,,,
74.125.200.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.218.34,AS32934 facebook  inc.,SG,,,,,,,
17.57.145.132,AS714 apple inc.,US,,,,,,,
47.241.35.89,AS45102 alibaba (us) technology co.  ltd.,SG,random connectsions looking for anything sus,"Here is the full list of addresses you can now use to get to and from the UK via your mobile phone, ",2022-08-27T00:02:51.006000,2022-07-28T02:30:46.040000,,,
156.59.239.41,ASNone ,SG,,,,,,,
104.208.16.88,AS8075 microsoft corporation,US,CVE JAR Found | Massive active Malicious | unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,2023-10-25T18:39:18.723000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
31.13.80.34,AS32934 facebook  inc.,CA,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.130.94,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
152.199.40.6,AS15133 verizon,US,,,,,,,
157.240.31.62,AS32934 facebook  inc.,US,,,,,,,
163.70.153.128,ASNone ,FR,,,,,,,
45.121.219.179,AS131702 moratelindo internet exchange,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
18.165.122.96,AS16509 amazon.com inc,US,,,,,,,
157.240.19.54,AS32934 facebook  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
36.66.49.230,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
199.103.24.8,AS396986 bytedance inc.,US,,,,,,,
104.18.40.68,AS13335 cloudflare,US,"Lumma • University of Alberta ""No Problems"" | T1036 - Masquerading",,2023-11-27T20:22:50.050000,2023-11-27T20:22:50.050000,cdn,In CDN range: provider=cloudflare,CDN IP ranges
17.57.145.134,AS714 apple inc.,US,,,,,,,
20.54.36.229,AS8075 microsoft corporation,IE,ETIC Cybersecurity 2023-11-24 Port Scan,,2023-11-24T22:59:14.344000,2023-11-23T23:00:19.926000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
74.125.24.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.24.94,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
172.217.194.138,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000,whitelist,contained in whitelisted prefix,Whitelisted IP
47.236.9.38,ASNone ,US,,,,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
92.223.85.164,AS199524 g-core labs s.a.,SG,,,,,,,
157.240.208.27,AS32934 facebook  inc.,ID,,,,,,,
54.247.146.10,AS16509 amazon.com inc,IE,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
18.155.68.50,AS16509 amazon.com inc,US,,,,,,,
184.25.236.145,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
199.103.24.4,AS396986 bytedance inc.,US,,,,,,,
74.125.24.102,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
13.250.200.122,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
20.198.119.84,AS8075 microsoft corporation,IN,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
31.13.87.50,AS32934 facebook  inc.,TW,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
52.108.68.27,AS8075 microsoft corporation,SG,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
45.121.219.251,AS131702 moratelindo internet exchange,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
45.121.219.187,AS131702 moratelindo internet exchange,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
20.41.62.11,AS8075 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
89.43.104.222,AS199524 g-core labs s.a.,US,,,,,,,
198.200.54.74,AS54600 peg tech inc,US,,,,,,,
77.74.181.36,AS200107 kaspersky lab switzerland gmbh,RU,,,,,,,
157.240.13.51,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
45.121.219.242,AS131702 moratelindo internet exchange,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
8.222.155.65,ASNone ,SG,,,,,,,
141.0.11.241,AS39832 opera software as,,,,,,,,
172.217.194.139,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000,whitelist,contained in whitelisted prefix,Whitelisted IP
142.250.152.188,AS15169 google llc,US,,,,,,,
31.13.95.19,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.44.0.126,AS16625 akamai technologies  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.208.63,AS32934 facebook  inc.,ID,,,,,,,
157.240.208.60,AS32934 facebook  inc.,ID,,,,,,,
162.247.243.24,AS13335 cloudflare,US,,,,,,,
45.121.219.241,AS131702 moratelindo internet exchange,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
52.168.112.66,AS8075 microsoft corporation,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
157.240.0.61,AS32934 facebook  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
20.198.162.76,AS8075 microsoft corporation,SG,LCIA:HoneyNet:2022,pulled from router,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
157.240.235.19,AS32934 facebook  inc.,SG,,,,,,,
64.233.171.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
8.219.202.175,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
47.241.59.87,AS45102 alibaba (us) technology co.  ltd.,SG,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000,,,
103.107.198.6,AS137409 gsl networks pty ltd,SG,,,,,,,
202.152.1.202,AS4800 aplikanusa lintasarta,ID,,,,,,,
47.236.114.84,ASNone ,US,,,,,,,
34.124.176.195,AS396982 google,SG,,,,,,,
103.158.129.1,ASNone ,ID,,,,,,,
23.222.26.33,AS16625 akamai technologies  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.253.88.171,AS16509 amazon.com inc,IE,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
31.13.95.62,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.13.55,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.249.118.66,AS16509 amazon.com inc,IE,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
172.253.118.154,AS15169 google llc,US,,,,,,,
13.107.213.59,AS8068 microsoft corporation,US,,,,,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
184.25.236.136,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
103.167.27.34,AS142160 joyo technology pte. ltd.,SG,,,,,,,
172.217.194.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
13.107.42.14,AS8068 microsoft corporation,US,Spyware: http://browser.events.data.microsoftstart.cn,,2023-11-20T05:49:10.586000,2023-11-20T05:49:10.586000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
34.110.200.237,AS15169 google llc,US,,,,,,,
157.240.0.34,AS32934 facebook  inc.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
17.57.145.148,AS714 apple inc.,US,,,,,,,
173.194.219.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
13.215.150.94,AS16509 amazon.com inc,US,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
74.125.68.94,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
172.217.194.113,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000,whitelist,contained in whitelisted prefix,Whitelisted IP
213.180.193.90,AS208722 yandex oy,RU,:v3 - and the rest.... - www.tiuli.com/image/a057f08d1d773ab75e116ba4fffc595f.jpg?width=1080&#039;,,2023-05-08T02:00:47.680000,2023-04-08T03:30:53.195000,whitelist,contained in whitelisted prefix,Whitelisted IP
184.25.236.160,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.10.94,AS15169 google llc,US,alt-YouTube.com,,2023-09-24T14:00:05.977000,2023-08-25T14:43:56.683000,,,
142.251.10.113,AS15169 google llc,US,,,,,,,
173.194.202.188,AS15169 google llc,US,Blackshades  | Remote attacks | Malicious Google Search | DNS Requests,"Botnet Command and Control \nCobalt Strike\nMisc Attack\nHidden users\nTargets: network, communicati",2023-11-06T03:00:36.709000,2023-10-07T05:04:40.671000,whitelist,contained in whitelisted prefix,Whitelisted IP
23.59.154.136,AS20940 akamai international b.v.,CA,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
156.59.239.43,ASNone ,SG,,,,,,,
156.59.239.219,ASNone ,SG,,,,,,,
23.50.117.201,AS20940 akamai international b.v.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.17,AS32934 facebook  inc.,SG,,,,,,,
23.50.117.11,AS20940 akamai international b.v.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.24.138,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
18.155.68.43,AS16509 amazon.com inc,US,,,,,,,
20.197.71.89,AS8075 microsoft corporation,SG,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
52.108.8.12,AS8075 microsoft corporation,US,,,,,,,
203.161.21.10,AS133840 pt jala lintas media,ID,,,,,,,
23.32.233.155,AS7713 pt telekomunikasi indonesia,BR,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.101.5.74,AS139190 google asia pacific pte. ltd.,US,,,,,,,
54.192.18.103,AS16509 amazon.com inc,US,,,,,cdn,In CDN range: provider=cloudfront,CDN IP ranges
202.163.7.44,AS1299 telia company ab,HK,,,,,,,
142.251.175.94,AS15169 google llc,US,CVE JAR Found | Massive active Malicious | unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,2023-10-25T18:39:18.723000,,,
106.10.219.26,AS56173 internet content provider,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
130.44.212.236,AS396986 bytedance inc.,US,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000,,,
172.253.126.188,AS15169 google llc,US,,,,,,,
52.98.33.130,AS8075 microsoft corporation,SG,,,,,,,
74.125.24.101,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
91.108.56.137,AS62014 telegram messenger inc,AG,,,,,,,
8.209.114.52,AS45102 alibaba (us) technology co.  ltd.,DE,,,,,,,
34.101.5.42,AS139190 google asia pacific pte. ltd.,US,,,,,,,
103.167.26.74,AS142160 joyo technology pte. ltd.,SG,,,,,,,
157.240.208.23,AS32934 facebook  inc.,ID,,,,,,,
74.125.68.95,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.175.103,AS15169 google llc,US,,,,,,,
34.96.106.127,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
8.219.246.247,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
108.177.122.188,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.117.223.223,AS396982 google,US,PHI at risk? Infected Healthcare System? Masquerading,Masquerading. Obnoxious privilege escalation. Dangerous entanglements. Attorneys representing  targe,2023-11-27T08:48:22.997000,2023-11-27T08:48:22.997000,,,
130.44.212.235,AS396986 bytedance inc.,US,,,,,,,
47.74.170.157,AS45102 alibaba (us) technology co.  ltd.,SG,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000,,,
35.186.203.63,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
184.25.236.130,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.95.1,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.13.54,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.36,AS32934 facebook  inc.,SG,,,,,,,
8.219.211.108,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
130.44.212.75,AS396986 bytedance inc.,US,,,,,,,
40.126.35.145,AS8075 microsoft corporation,SG,DeepScan:Generic.Ransom.GandCrab5,,2023-11-30T00:00:17.613000,2023-11-01T05:16:17.835000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
8.222.149.119,ASNone ,SG,,,,,,,
40.126.35.151,AS8075 microsoft corporation,SG,AppleAutoUpdate,,2022-04-14T00:01:40.805000,2022-03-15T21:20:54.633000,cloud,In cloud provider range: provider=azure,Cloud Provider IP range
8.222.157.197,ASNone ,SG,,,,,,,
23.205.70.217,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
122.144.2.204,AS38320 pt maxindo mitra solusi,ID,,,,,,,
162.247.241.14,AS23467 new relic,US,Cyber Espionage,"Cyber warfare. Extravagant attack that includes, phishing, monitoring, spyware, tracking, remote veh",2023-11-30T07:01:37.424000,2023-10-31T17:17:41.263000,,,
45.113.192.102,AS55967 beijing baidu netcom science and technology co.  ltd.,HK,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
47.241.183.152,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
34.117.97.41,AS396982 google,US,,,,,,,
52.84.205.104,ASNone ,US,,,,,cdn,In CDN range: provider=cloudfront,CDN IP ranges
157.240.15.34,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.7.32,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
182.253.245.33,AS17451 biznet networks,ID,,,,,,,
203.161.21.201,AS133840 pt jala lintas media,ID,,,,,,,
173.194.22.74,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.95.9,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
138.199.46.216,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000,,,
175.103.33.174,ASNone ,ID,,,,,,,
47.241.16.242,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
31.13.95.61,AS32934 facebook  inc.,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
