{'.id': '*75B52C', 'type': 'A', 'data': '202.6.211.33', 'name': 'vpn.tarumanagara.com', 'ttl': '1h', 'static': True, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B538', 'type': 'TXT', 'data': '"miro-verification=2494d255c4c50b1e521650a0659cbf3fa08b0072"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B539', 'type': 'TXT', 'data': '"webexdomainverification.8C462=b728ec3f-dfc9-42f9-92cb-9ba8853cbee8"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B53A', 'type': 'TXT', 'data': '"google-site-verification=8M6XjQCzydT62jk8HY3VXPAG-nKDllTRV-JpA3-Ktyw"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B53B', 'type': 'TXT', 'data': '"apple-domain-verification=X5Jt76bn3Dnmgzjj"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B53C', 'type': 'TXT', 'data': '"cisco-ci-domain-verification=6f3bfb849796a518061f8e8c4356f687a138502d86db742791685059176547dd"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B53D', 'type': 'TXT', 'data': '"json:eyJ3aHkiOiJUaGlzIGlzIHRvIHRydW5jYXRlIFVEUCByZXNwb25zZXMgZm9yIFRYVCBxdWVyaWVzIHRvIGFwcGxlLmNvbSIsInBhZGRpbmciOiJxdWFoMGVpamFhNGVlajh0aWVkYWlnaG9jZWljaGFlOGVUb3ppZTVmdTVhaFRoMldlaU00aWsyaHVxdThpZXBoaWVxdW9oc2hlaXBhZWdoOUthZWw3b2NoaWVuZ2llem9lc2g1In0K"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B53E', 'type': 'TXT', 'data': '"Dynatrace-site-verification=7d881a7c-c13f-4146-9d27-2731459e2509__iqls0105tagglcsaul0m16ibrf"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*75B53F', 'type': 'TXT', 'data': '"google-site-verification=L5kkMdiFI8npvb6KlHui84fJaCw5G64DWhaDRIAT4_c"', 'name': 'apple.com', 'ttl': '24s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*76F585', 'type': 'NS', 'data': 'ns1.neoip.com', 'name': 'sl', 'ttl': '2s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*76F586', 'type': 'NS', 'data': 'ns2.neoip.com', 'name': 'sl', 'ttl': '2s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770275', 'type': 'TXT', 'data': '"Generation Time: 1700552708"', 'name': 'sl', 'ttl': '2s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*7702FA', 'type': 'TXT', 'data': '"google-site-verification=961ryHZWzEAyKPpOY6xTPviMeUlp00RagzX7INHnRpk"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*7702FB', 'type': 'TXT', 'data': '"miro-verification=6bd145c8ff96aabe81ebbc9298522ad4c41e08f6"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*7702FC', 'type': 'TXT', 'data': '"stripe-verification=d6a3912e7b1c6ece6fbbd3fbd94ec2809cef42dd52c146b9e97911d819705df9"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*7702FD', 'type': 'TXT', 'data': '"stripe-verification=97aa50e11805a745fd972ed3c9cc3b4fb81d706adb8bf9693b347772e00478d5"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*7702FE', 'type': 'TXT', 'data': '"google-site-verification=fK0r-SyWnbxUuzdIbhScO9WjBIDBuEAh8ldTX3FDheU"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*7702FF', 'type': 'TXT', 'data': '"google-site-verification=U5hiOly8JOwhyRXMmxgWaDHGMem7kgQud1Iis8gshyA"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770300', 'type': 'TXT', 'data': '"google-site-verification=z98_8Laz1Jr_VZwpAMfx5IXbFy4PCx66ygZoqCeLyyc"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770301', 'type': 'TXT', 'data': '"anodot-domain-verification=23e696e0e0d3bd0801e872b07a3ae2e96fd14cda1e6e0da7bbaf2e4e095cb21a"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770302', 'type': 'TXT', 'data': '"SFMC-wEuWumryKcoCTXQMJmxNyZH7NNNMnlDdhmqeETRC"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770303', 'type': 'TXT', 'data': '"docusign=1d2cd2cd-53da-4c43-b487-46a5d4745f60"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770304', 'type': 'TXT', 'data': '"v=spf1 ip4:54.85.255.245 ip4:54.241.191.3 include:_spf.google.com include:cust-spf.exacttarget.com include:spf-001d9801.pphosted.com " "include:spf1.atlassian.com include:spf3.atlassian.com ip4:54.71.147.74 ip4:54.71.63.106 ip4:54.70.13.32 ip4:23.21.109.197 ip4:23.21.109.212 ~all"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770305', 'type': 'TXT', 'data': '"lastpass-verification-code=6kaWM#TIy^*%CfMRVDa&&j&$JrJ4mr%!b^*HRTs1X3V4pMsGgUnD02HI*9ij&SBYbfoB9UV9xjOgWuaoAjTu4RywpdWrw7c%w5F"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770306', 'type': 'TXT', 'data': '"facebook-domain-verification=s0cdi2ihgpeg7v7hl45zatfdbi5ia6"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770307', 'type': 'TXT', 'data': '"atlassian-domain-verification=ZlsTGOEPNmWFXzzhEayLG9WDmjOwsr1H36NdpelFLTF/kGCLr/a5rCCOqqGZRjWt"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770308', 'type': 'TXT', 'data': '"stripe-verification=04d7fb4776f1301905fec8ab2640d90063d83433562200fe8e84a163af2ff537"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770309', 'type': 'TXT', 'data': '"stripe-verification=c3c46ec084306a30bcc1d0551fb9a508231831f38a2723e874e6446c29281d55"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77030A', 'type': 'TXT', 'data': '"mongodb-site-verification=7ITIBB5r72gygRCiBxwA5UQcOyng1Vz1"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77030B', 'type': 'TXT', 'data': '"pardot548382=251a035bf1d916039f96c33d2457506ec1936c8c8331956b270cb6f51e4a1a6a"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77030C', 'type': 'TXT', 'data': '"stripe-verification=e3129af3aea23f39d9869982084895f81fcb2a931daec6fac7052df798612d6f"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77030D', 'type': 'TXT', 'data': '"google-site-verification=va3Nya0kn20guRQIVU-LF4RRsKZ6u1Rewtqb4eYro-8"', 'name': 'atlassian.com', 'ttl': '4s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770331', 'type': 'TXT', 'data': '"intercom-domain-validation=8806e2f9-7626-4d9e-ae4d-2d655028629a"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770332', 'type': 'TXT', 'data': '"facebook-domain-verification=1zoxo8z7t013gpruxmhc8dkerq47vh"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770333', 'type': 'TXT', 'data': '"notion-domain-verification=7sz4S3LLtNIHZpYsgTTgOcRLlLrJ5JrmIgVcdRtGi1X"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770334', 'type': 'TXT', 'data': '"google-site-verification=Vc0Pir22m1u9yw5HjXf6TYO6rlAI9EY8IVKUma-OqDY"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770335', 'type': 'TXT', 'data': '"pendo-domain-verification=5995ba9c-9bf8-43d8-9e5a-309856760011"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770336', 'type': 'TXT', 'data': '"airtable-verification=767e198a9ef8972b0bd4c2028f5070f3"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770337', 'type': 'TXT', 'data': '"MS=ms35724259"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770338', 'type': 'TXT', 'data': '"sending_domain731003=25e34fadea88da7e64f0fab1e32d094f1f1e0fb2b97622deac2521f7a2c5b2bc"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770339', 'type': 'TXT', 'data': '"duo_sso_verification=6Q7pJwSZ3damWHBcB8TNd9I5oduLRAFDDhip2pTFaa3QoIZtZnCgzjyZr5teSOWS"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77033A', 'type': 'TXT', 'data': '"amazonses:mX+ylQj+fJAfh9pr03yIR7YvjKZ1bOo5ABegqM/5pvI="', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77033B', 'type': 'TXT', 'data': '"pendo-domain-verification=c9d2fba1-7d94-4cf9-a6fb-310883c8bb15"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77033C', 'type': 'TXT', 'data': '"airtable-verification=c0b5bd3f3db736f775f0dbe4e103cdea"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77033D', 'type': 'TXT', 'data': '"c900335b8b825859b51473b9943a3880ae795df47426483b0a67630377a902f5"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77033E', 'type': 'TXT', 'data': '"duo_sso_verification=sKMGaTln2vmQuKwaE4hKtTEY1UYn2JzAaxSZzGjkgJrKuZChN344mhIptyczoNBA"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*77033F', 'type': 'TXT', 'data': '"google-site-verification=r-K1CIdXkgRWxZstUHtVyM2UfwflnGgr4AR9_Qhk28Q"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770340', 'type': 'TXT', 'data': '"SFMC-o7HX74BQ79k7glpt_qjlF2vmZO9DpqLtYxKLwg87"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770341', 'type': 'TXT', 'data': '"google-site-verification=lW5eqPMJI4VrLc28YW-JBkqA-FDNVnhFCXQVDvFqZTo"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770342', 'type': 'TXT', 'data': '"atlassian-domain-verification=UwP1ncfiphlFs+wRx8wIBSXDScwNL7Jrw7tq2rnYz3+9T5+Md9eTDRgNPCikxtOx"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770343', 'type': 'TXT', 'data': '"926723159-3188410"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
{'.id': '*770344', 'type': 'TXT', 'data': '"apple-domain-verification=qOInipPgso3W8cmK"', 'name': 'cisco.com', 'ttl': '17s', 'static': False, 'timestamp': '2023-11-21 14:14:25 WIB'}
