indicator,asn,country_code2,name,description,modified,created
34.242.199.169,AS16509 amazon.com inc,IE,,,,
172.232.251.34,AS20940 akamai international b.v.,US,,,,
118.98.93.56,AS7713 pt telekomunikasi indonesia,ID,,,,
43.128.118.190,AS132203 tencent building  kejizhongyi avenue,SG,,,,
103.126.10.171,AS138106 pt lintas telematika nusantara,ID,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
23.222.26.17,AS16625 akamai technologies  inc.,US,,,,
142.251.175.95,AS15169 google llc,US,,,,
129.226.103.123,AS132203 tencent building  kejizhongyi avenue,HK,,,,
23.223.112.135,AS16625 akamai technologies  inc.,BG,,,,
172.253.118.113,AS15169 google llc,US,,,,
172.253.118.95,AS15169 google llc,US,,,,
118.98.77.106,AS7713 pt telekomunikasi indonesia,ID,,,,
45.114.118.103,AS134451 newmedia express pte ltd,ID,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,
172.64.192.19,AS13335 cloudflare,US,,,,
118.97.159.26,AS7713 pt telekomunikasi indonesia,ID,,,,
74.125.130.188,AS15169 google llc,US,,,,
142.251.12.132,AS15169 google llc,US,,,,
157.240.235.15,AS32934 facebook  inc.,SG,,,,
104.26.11.216,AS13335 cloudflare,US,,,,
172.67.68.167,AS13335 cloudflare,US,IOCs - 20231081433 - ANIA Threat Feeds - IP Segment 6,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,2023-10-08T22:16:32.695000
20.198.119.143,AS8075 microsoft corporation,IN,,,,
74.125.68.94,AS15169 google llc,US,,,,
74.125.24.94,AS15169 google llc,US,,,,
172.217.194.139,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000
74.125.24.154,AS15169 google llc,US,,,,
18.179.18.153,AS16509 amazon.com inc,JP,,,,
142.251.10.94,AS15169 google llc,US,alt-YouTube.com,,2023-09-24T14:00:05.977000,2023-08-25T14:43:56.683000
23.222.26.32,AS16625 akamai technologies  inc.,US,,,,
23.38.195.73,AS7713 pt telekomunikasi indonesia,US,,,,
144.208.224.168,ASNone ,AT,,,,
52.184.217.37,AS8075 microsoft corporation,US,,,,
3.217.12.237,AS14618 amazon.com  inc.,US,,,,
23.54.81.105,AS20940 akamai international b.v.,IN,,,,
36.67.140.135,AS7713 pt telekomunikasi indonesia,ID,,,,
216.239.38.120,AS15169 google llc,US,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,2022-07-16T10:42:33.303000
23.205.70.171,AS7713 pt telekomunikasi indonesia,ID,,,,
13.107.42.12,AS8068 microsoft corporation,US,Phishing Link Sent Via Email,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-05-11T17:04:30.666000,2023-05-11T17:04:30.666000
216.239.32.116,AS15169 google llc,US,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
172.64.200.36,AS13335 cloudflare,US,,,,
157.240.211.61,AS32934 facebook  inc.,HK,,,,
34.213.136.170,AS16509 amazon.com inc,US,,,,
118.98.113.250,AS7713 pt telekomunikasi indonesia,ID,,,,
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
34.66.112.243,AS396982 google,US,IOCs - 2023651314 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-07-05T20:01:39.023000,2023-06-05T20:37:19.135000
157.240.199.61,AS32934 facebook  inc.,HK,,,,
142.250.4.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
36.89.220.90,AS7713 pt telekomunikasi indonesia,ID,,,,
118.98.113.139,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.235,AS7713 pt telekomunikasi indonesia,ID,,,,
142.93.146.86,AS14061 digitalocean  llc,CA,,,,
142.250.190.3,AS15169 google llc,US,,,,
52.208.224.152,AS16509 amazon.com inc,IE,,,,
34.98.64.218,AS15169 google llc,US,Event Triggered Execution,,2023-09-02T17:55:37.269000,2023-09-02T17:55:37.269000
129.226.106.210,AS132203 tencent building  kejizhongyi avenue,HK,,,,
122.144.2.205,AS38320 pt maxindo mitra solusi,ID,,,,
,,,,,,
184.25.236.177,AS7713 pt telekomunikasi indonesia,ID,,,,
23.106.252.102,AS59253 leaseweb asia pacific pte. ltd.,US,,,,
157.240.7.50,AS32934 facebook  inc.,SG,,,,
104.26.14.38,AS13335 cloudflare,US,,,,
74.125.130.93,AS15169 google llc,US,,,,
23.38.195.131,AS7713 pt telekomunikasi indonesia,US,,,,
184.25.236.208,AS7713 pt telekomunikasi indonesia,ID,,,,
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000
23.32.244.51,AS20940 akamai international b.v.,US,,,,
207.65.33.79,AS6203 the nexus group,US,,,,
52.111.240.8,AS8075 microsoft corporation,SG,,,,
35.201.68.45,AS15169 google llc,US,,,,
17.253.116.125,AS6185 apple inc.,TW,,,,
34.86.82.41,AS396982 google,US,,,,
103.115.98.3,AS9890 atos information technology,SG,,,,
103.74.143.150,AS46034 departemen kesehatan,ID,,,,
23.223.114.58,AS16625 akamai technologies  inc.,BG,,,,
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
157.240.217.61,AS32934 facebook  inc.,SG,,,,
143.198.82.32,AS14061 digitalocean  llc,SG,,,,
118.98.113.145,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.171,AS7713 pt telekomunikasi indonesia,ID,,,,
31.13.77.61,AS32934 facebook  inc.,HK,,,,
23.223.113.113,AS16625 akamai technologies  inc.,BG,,,,
118.98.113.217,AS7713 pt telekomunikasi indonesia,ID,,,,
74.125.130.102,AS15169 google llc,US,,,,
203.77.191.0,AS22822 limelight networks  inc.,JP,,,,
184.50.198.58,AS7713 pt telekomunikasi indonesia,ID,,,,
74.125.200.95,AS15169 google llc,US,,,,
74.125.130.94,AS15169 google llc,US,,,,
199.48.177.3,AS1239 sprint,US,,,,
184.25.236.121,AS7713 pt telekomunikasi indonesia,ID,,,,
91.108.56.175,AS62014 telegram messenger inc,AG,,,,
23.205.70.107,AS7713 pt telekomunikasi indonesia,ID,,,,
199.232.45.44,AS54113 fastly,SG,,,,
18.163.242.58,AS16509 amazon.com inc,HK,,,,
36.89.220.96,AS7713 pt telekomunikasi indonesia,ID,,,,
142.251.175.188,AS15169 google llc,US,,,,
74.125.200.138,AS15169 google llc,US,,,,
74.125.130.132,AS15169 google llc,US,,,,
199.232.46.132,AS54113 fastly,SG,,,,
142.251.12.188,AS15169 google llc,US,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
45.114.118.82,AS134451 newmedia express pte ltd,ID,,,,
184.25.236.66,AS7713 pt telekomunikasi indonesia,ID,,,,
52.77.50.120,AS16509 amazon.com inc,SG,,,,
18.64.18.89,ASNone ,US,,,,
172.253.118.154,AS15169 google llc,US,,,,
100.25.59.192,AS14618 amazon.com  inc.,US,,,,
91.108.56.111,AS62014 telegram messenger inc,AG,,,,
173.194.219.188,AS15169 google llc,US,,,,
54.213.186.68,AS16509 amazon.com inc,US,,,,
74.125.200.94,AS15169 google llc,US,,,,
172.217.194.154,AS15169 google llc,US,,,,
95.179.190.164,AS20473 the constant company  llc,NL,,,,
23.32.246.55,AS20940 akamai international b.v.,US,,,,
104.93.100.243,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.147,AS7713 pt telekomunikasi indonesia,ID,,,,
52.109.56.129,AS8075 microsoft corporation,IN,,,,
40.81.120.44,AS8075 microsoft corporation,GB,,,,
108.136.143.68,AS16509 amazon.com inc,ID,,,,
142.250.4.91,AS15169 google llc,US,,,,
172.217.194.94,AS15169 google llc,US,,,,
91.108.56.151,AS62014 telegram messenger inc,AG,,,,
184.25.236.200,AS7713 pt telekomunikasi indonesia,ID,,,,
34.160.198.79,AS15169 google llc,US,,,,
23.32.232.143,AS7713 pt telekomunikasi indonesia,BR,,,,
172.64.136.2,AS13335 cloudflare,US,,,,
207.65.33.76,AS6203 the nexus group,US,,,,
118.98.113.42,AS7713 pt telekomunikasi indonesia,ID,,,,
23.216.158.27,AS7713 pt telekomunikasi indonesia,ID,,,,
172.104.174.27,AS63949 linode  llc,SG,,,,
104.18.41.104,AS13335 cloudflare,US,,,,
43.198.50.186,AS16509 amazon.com inc,US,,,,
194.138.240.119,AS9890 atos information technology,DE,,,,
104.21.68.74,AS13335 cloudflare,US,,,,
23.205.70.178,AS7713 pt telekomunikasi indonesia,ID,,,,
92.223.85.121,AS199524 g-core labs s.a.,SG,,,,
35.236.71.176,AS396982 google,US,,,,
104.18.10.207,AS13335 cloudflare,US,Apple iOS hijacker |  ET | Installer | Trick Click | Enhanced research,"content reputation, execution, unauthorized access, apple ios, ransomware, dark web, malvertizing,da",2023-11-07T21:00:03.912000,2023-10-08T23:05:50.622000
122.144.3.6,AS38320 pt maxindo mitra solusi,ID,,,,
172.217.167.131,AS15169 google llc,US,,,,
92.223.85.166,AS199524 g-core labs s.a.,SG,,,,
157.240.7.174,AS32934 facebook  inc.,SG,,,,
128.14.154.30,AS21859 zenlayer inc,US,,,,
104.26.15.38,AS13335 cloudflare,US,,,,
216.239.35.8,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
194.138.37.194,AS15465 siemens ag,DE,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
103.107.198.86,AS137409 gsl networks pty ltd,SG,,,,
172.104.53.64,AS63949 linode  llc,SG,,,,
74.125.24.95,AS15169 google llc,US,,,,
23.222.26.27,AS16625 akamai technologies  inc.,US,,,,
74.125.24.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
23.223.113.183,AS16625 akamai technologies  inc.,BG,,,,
23.38.195.51,AS7713 pt telekomunikasi indonesia,US,,,,
185.10.68.123,AS200651 flokinet ltd,SC,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-14T20:31:11.734000,2022-10-11T13:14:18.676000
217.146.12.138,AS42473 anexia internetdienstleistungs gmbh,IN,,,,
142.251.12.190,AS15169 google llc,US,,,,
74.125.200.139,AS15169 google llc,US,,,,
23.0.168.151,AS16625 akamai technologies  inc.,ID,,,,
18.161.49.36,AS16509 amazon.com inc,US,,,,
18.161.111.17,AS16509 amazon.com inc,US,,,,
84.17.38.170,AS60068 datacamp limited,SG,,,,
118.98.77.162,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.227,AS7713 pt telekomunikasi indonesia,ID,,,,
31.13.95.60,AS32934 facebook  inc.,ID,,,,
13.248.151.210,AS16509 amazon.com inc,US,njRAT| BazarLoader| • WebToolbar • Qbot,,2023-11-07T01:10:46.934000,2023-11-07T01:10:46.934000
172.253.118.100,AS15169 google llc,US,,,,
23.32.245.149,AS20940 akamai international b.v.,US,,,,
150.109.28.54,AS132203 tencent building  kejizhongyi avenue,SG,,,,
34.81.162.5,AS396982 google,TW,,,,
64.233.170.119,AS15169 google llc,US,,,,
31.13.68.34,AS32934 facebook  inc.,SG,,,,
185.184.8.90,AS204995 rtb house s.a.,NL,traffic from router + VT explored graph,"A look at the full list of key points, highlighted by the BBC News website, as well as the details o",2023-06-27T00:02:03.848000,2023-05-28T00:33:50.564000
23.47.190.195,AS20940 akamai international b.v.,SG,,,,
8.214.67.234,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
172.64.201.36,AS13335 cloudflare,US,,,,
36.86.63.180,AS7713 pt telekomunikasi indonesia,ID,,,,
34.149.101.235,AS15169 google llc,US,,,,
23.222.26.11,AS16625 akamai technologies  inc.,US,,,,
184.26.110.57,AS7713 pt telekomunikasi indonesia,ID,,,,
172.64.151.101,AS13335 cloudflare,US,,,,
47.74.170.157,AS45102 alibaba (us) technology co.  ltd.,SG,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
3.33.193.183,AS16509 amazon.com inc,US,,,,
13.107.5.88,AS8068 microsoft corporation,US,Jeeng / Powerbox,,2022-06-12T22:01:23.105000,2022-02-15T23:45:35.234000
17.57.145.136,AS714 apple inc.,US,,,,
74.125.68.136,AS15169 google llc,US,,,,
172.64.137.2,AS13335 cloudflare,US,,,,
203.27.106.9,AS137409 gsl networks pty ltd,AU,,,,
184.25.236.186,AS7713 pt telekomunikasi indonesia,ID,,,,
118.98.77.185,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.33,AS7713 pt telekomunikasi indonesia,ID,,,,
23.222.26.19,AS16625 akamai technologies  inc.,US,,,,
52.148.114.188,AS8075 microsoft corporation,SG,IOCs - 2023491242 - ANIA Threat Feeds - IP Segment 5,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-05-09T13:02:06.153000,2023-04-09T13:27:35.127000
51.159.103.167,AS12876 online s.a.s.,FR,,,,
23.223.112.23,AS16625 akamai technologies  inc.,BG,,,,
104.26.13.76,AS13335 cloudflare,US,,,,
184.25.236.184,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.155,AS7713 pt telekomunikasi indonesia,ID,,,,
23.216.158.34,AS7713 pt telekomunikasi indonesia,ID,,,,
51.81.245.139,AS16276 ovh sas,US,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,2023-10-08T22:10:40.622000
36.89.220.201,AS7713 pt telekomunikasi indonesia,ID,,,,
23.216.158.26,AS7713 pt telekomunikasi indonesia,ID,,,,
139.180.216.70,AS20473 the constant company  llc,SG,,,,
74.125.68.84,AS15169 google llc,US,,,,
184.25.236.202,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.232,AS7713 pt telekomunikasi indonesia,ID,,,,
13.232.67.198,AS16509 amazon.com inc,IN,,,,
142.251.12.138,AS15169 google llc,US,,,,
184.25.236.169,AS7713 pt telekomunikasi indonesia,ID,,,,
157.240.235.63,AS32934 facebook  inc.,SG,Apple iTunes| Malicious site | Anonyization | Siphoning | Trojan Downloader,"IC3 attached to links, apple , messaging, Skype.\nIC3 CN?\nChina? Unclear. Possibly intercepting  IC",2023-11-12T17:01:15.222000,2023-10-13T18:20:24.042000
38.96.206.64,AS174 cogent communications,US,,,,
139.180.158.136,AS20473 the constant company  llc,SG,,,,
184.25.236.146,AS7713 pt telekomunikasi indonesia,ID,,,,
18.161.49.124,AS16509 amazon.com inc,US,,,,
23.223.114.56,AS16625 akamai technologies  inc.,BG,,,,
47.241.125.77,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
23.205.70.209,AS7713 pt telekomunikasi indonesia,ID,,,,
23.216.158.49,AS7713 pt telekomunikasi indonesia,ID,,,,
47.100.227.5,AS37963 hangzhou alibaba advertising co. ltd.,CN,,,,
23.32.244.140,AS20940 akamai international b.v.,US,,,,
172.67.9.40,AS13335 cloudflare,US,,,,
213.227.163.133,AS42473 anexia internetdienstleistungs gmbh,FR,,,,
23.223.113.24,AS16625 akamai technologies  inc.,BG,,,,
143.244.33.71,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
35.190.60.146,AS15169 google llc,US,:v3 - and the rest.... - www.tiuli.com/image/a057f08d1d773ab75e116ba4fffc595f.jpg?width=1080&#039;,,2023-05-08T02:00:47.680000,2023-04-08T03:30:53.195000
52.76.110.238,AS16509 amazon.com inc,SG,,,,
118.98.113.72,AS7713 pt telekomunikasi indonesia,ID,,,,
172.217.194.100,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000
23.32.245.201,AS20940 akamai international b.v.,US,,,,
184.25.236.128,AS7713 pt telekomunikasi indonesia,ID,,,,
184.25.236.160,AS7713 pt telekomunikasi indonesia,ID,,,,
36.89.220.137,AS7713 pt telekomunikasi indonesia,ID,,,,
173.194.59.6,AS15169 google llc,US,,,,
118.98.113.104,AS7713 pt telekomunikasi indonesia,ID,,,,
118.98.113.160,AS7713 pt telekomunikasi indonesia,ID,,,,
23.223.112.47,AS16625 akamai technologies  inc.,BG,,,,
173.194.59.38,AS15169 google llc,US,,,,
143.244.33.53,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
18.161.49.33,AS16509 amazon.com inc,US,,,,
52.184.217.56,AS8075 microsoft corporation,US,,,,
74.125.130.157,AS15169 google llc,US,,,,
142.250.4.95,AS15169 google llc,US,,,,
67.199.150.81,AS62713 pubmatic  inc.,US,,,,
40.126.35.128,AS8075 microsoft corporation,SG,AppleAutoUpdate,,2022-04-14T00:01:40.805000,2022-03-15T21:20:54.633000
122.144.2.204,AS38320 pt maxindo mitra solusi,ID,,,,
184.25.236.241,AS7713 pt telekomunikasi indonesia,ID,,,,
18.67.172.30,ASNone ,US,,,,
4.154.131.235,AS8075 microsoft corporation,US,,,2023-10-26T05:37:05.098000,2023-10-26T03:10:53.040000
36.89.220.113,AS7713 pt telekomunikasi indonesia,ID,,,,
118.98.113.130,AS7713 pt telekomunikasi indonesia,ID,,,,
172.253.113.188,AS15169 google llc,US,,,,
142.251.175.119,AS15169 google llc,US,,,,
172.253.118.155,AS15169 google llc,US,,,,
74.125.68.101,AS15169 google llc,US,,,,
144.208.225.182,ASNone ,AT,,,,
64.233.170.95,AS15169 google llc,US,,,,
